project_id,snapshot_id,state,district,project_type,project_cost,project_length_km,land_required_hectares,land_acquired_pct,land_pending_pct,private_land_pct,government_land_pct,forest_land_pct,affected_families,affected_landowners,vulnerable_households,compensation_awarded_amount,compensation_paid_amount,compensation_pending_amount,compensation_pending_pct,compensation_dispute_count,average_compensation_delay_days,legal_case_count,court_case_count,arbitration_case_count,ownership_dispute_count,notification_delay_days,approval_delay_days,survey_delay_days,document_completion_pct,interdepartmental_pending_count,rr_required,rr_completion_pct,families_relocated_pct,rr_grievances,possession_pct,row_available_pct,encumbrance_free_pct,public_objection_count,unresolved_grievances,stakeholder_response_rate,district_avg_resolution_days,agency_avg_delay_days,previous_project_delay_rate,days_since_notification,days_since_last_update,days_in_current_stage,acquisition_stage,actual_completion_delay_days,delayed_gt_90_days,delay_severity,most_likely_delay_stage,prediction_date,source_type,source_reference
P3029,P3029_S1,Madhya Pradesh,Madhya Pradesh_Dist_14,Highway,304.25,7.25,20.68,5.0,95.0,79.65,20.35,0.0,455,455,148,58.31,2.38,55.93,95.92,3,82.2,5,3,2,60,53,44,26,11.5,2,1,0.0,0.0,18,0.0,0.0,0.0,29,9,60.01,248.1,99.8,0.35,30,26,92,Joint Measurement,411,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3029,P3029_S2,Madhya Pradesh,Madhya Pradesh_Dist_14,Highway,304.25,7.25,20.68,17.75,82.25,79.65,20.35,0.0,455,455,148,49.24,6.13,43.11,87.55,3,22.9,2,0,2,52,75,20,38,27.21,1,1,0.0,0.0,10,10.21,9.57,9.26,25,11,67.57,248.2,89.7,0.36,60,19,115,Award Declaration,269,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3029,P3029_S3,Madhya Pradesh,Madhya Pradesh_Dist_14,Highway,304.25,7.25,20.68,33.01,66.99,79.65,20.35,0.0,455,455,148,94.56,23.77,70.79,74.86,3,20.1,3,1,2,42,23,46,1,42.52,1,1,14.2,12.35,6,20.06,11.49,7.66,31,17,70.36,207.4,86.5,0.29,90,7,86,Joint Measurement,262,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3029,P3029_S4,Madhya Pradesh,Madhya Pradesh_Dist_14,Highway,304.25,7.25,20.68,44.99,55.01,79.65,20.35,0.0,455,455,148,51.09,19.78,31.31,61.28,1,35.5,4,2,2,26,80,45,2,43.68,1,1,38.61,33.27,7,38.62,34.32,27.91,21,5,73.99,185.4,123.6,0.16,120,17,85,Compensation Disbursement,260,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3029,P3029_S5,Madhya Pradesh,Madhya Pradesh_Dist_14,Highway,304.25,7.25,20.68,65.81,34.19,79.65,20.35,0.0,455,455,148,70.59,43.58,27.01,38.26,3,30.6,3,0,3,56,34,57,59,82.09,2,1,55.57,47.37,9,63.56,55.84,47.94,27,7,78.64,179.0,98.7,0.2,150,13,18,Joint Measurement,209,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3030,P3030_S1,Tamil Nadu,Tamil Nadu_Dist_14,Railway,708.41,10.92,30.53,8.85,91.15,83.44,16.56,0.0,795,568,139,139.8,9.89,129.91,92.93,1,158.5,1,0,1,32,78,14,9,10.0,1,1,3.77,1.15,29,3.64,0.0,0.0,21,7,69.25,197.5,70.7,0.24,30,8,75,Joint Measurement,234,1,critical,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3030,P3030_S2,Tamil Nadu,Tamil Nadu_Dist_14,Railway,708.41,10.92,30.53,25.21,74.79,83.44,16.56,0.0,795,568,139,230.2,41.5,188.7,81.97,4,29.5,2,1,1,25,6,21,9,13.77,3,1,8.28,6.49,22,16.06,10.19,7.03,26,10,69.76,178.1,56.3,0.3,60,23,18,RR Execution,216,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3030,P3030_S3,Tamil Nadu,Tamil Nadu_Dist_14,Railway,708.41,10.92,30.53,37.74,62.26,83.44,16.56,0.0,795,568,139,118.62,43.71,74.91,63.15,1,65.5,5,3,2,57,53,55,2,58.68,1,1,31.32,27.23,32,29.78,20.93,16.54,26,7,73.5,166.8,61.4,0.55,90,19,88,Award Declaration,234,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3030,P3030_S4,Tamil Nadu,Tamil Nadu_Dist_14,Railway,708.41,10.92,30.53,54.7,45.3,83.44,16.56,0.0,795,568,139,223.28,85.65,137.63,61.64,1,16.3,1,0,1,21,70,83,22,62.5,3,1,35.56,29.57,36,49.75,40.39,37.71,15,9,63.95,144.0,89.2,0.19,120,24,107,Compensation Disbursement,197,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3030,P3030_S5,Tamil Nadu,Tamil Nadu_Dist_14,Railway,708.41,10.92,30.53,66.81,33.19,83.44,16.56,0.0,795,568,139,219.25,122.67,96.58,44.05,0,43.9,1,0,1,33,22,19,80,69.8,1,1,53.1,45.87,35,56.44,51.09,44.1,21,11,73.28,250.8,59.8,0.22,150,18,110,Possession Handover,113,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3031,P3031_S1,Haryana,Haryana_Dist_06,Railway,501.6,19.68,37.15,5.0,95.0,40.77,55.07,4.16,632,649,273,86.56,3.81,82.75,95.6,2,151.4,2,1,1,61,15,72,30,13.77,0,1,0.0,0.0,28,0.0,0.0,0.0,25,12,71.69,248.1,90.4,0.48,30,22,22,Compensation Disbursement,299,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3031,P3031_S2,Haryana,Haryana_Dist_06,Railway,501.6,19.68,37.15,14.25,85.75,40.77,55.07,4.16,632,649,273,132.91,13.35,119.56,89.96,6,43.0,6,2,4,91,17,21,45,22.94,6,1,6.23,0.0,21,10.29,8.88,5.64,19,8,60.83,150.1,163.9,0.49,60,29,20,Award Declaration,383,1,critical,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3031,P3031_S3,Haryana,Haryana_Dist_06,Railway,501.6,19.68,37.15,31.33,68.67,40.77,55.07,4.16,632,649,273,85.0,25.41,59.59,70.11,2,109.5,2,1,1,48,37,50,12,53.72,6,1,19.28,9.95,15,23.15,22.4,16.28,22,4,71.44,260.0,81.8,0.53,90,23,118,Joint Measurement,246,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3031,P3031_S4,Haryana,Haryana_Dist_06,Railway,501.6,19.68,37.15,40.84,59.16,40.77,55.07,4.16,632,649,273,157.12,60.5,96.62,61.49,4,45.8,1,0,1,95,12,23,42,46.8,2,1,31.47,30.45,21,31.82,22.59,21.02,29,10,66.09,164.2,103.2,0.51,120,10,97,Award Declaration,205,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3031,P3031_S5,Haryana,Haryana_Dist_06,Railway,501.6,19.68,37.15,55.09,44.91,40.77,55.07,4.16,632,649,273,111.96,44.91,67.05,59.89,4,32.1,6,3,3,41,23,21,90,67.08,1,1,49.6,43.55,16,52.37,48.71,41.47,29,9,69.19,226.2,93.2,0.37,150,14,70,Pre-Notification,330,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3032,P3032_S1,West Bengal,West Bengal_Dist_11,Railway,66.59,11.18,28.36,46.54,53.46,47.32,51.74,0.94,606,477,165,17.22,7.88,9.34,54.24,1,9.2,1,0,1,6,27,22,13,44.27,4,1,38.58,34.77,10,38.21,29.27,24.67,27,6,95.0,166.4,102.3,0.49,30,19,82,Compensation Disbursement,-26,0,on_time,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3032,P3032_S2,West Bengal,West Bengal_Dist_11,Railway,66.59,11.18,28.36,55.12,44.88,47.32,51.74,0.94,606,477,165,18.3,10.06,8.24,45.03,0,19.6,1,0,1,5,69,35,109,69.33,2,1,38.59,34.63,24,41.96,38.59,32.58,15,3,95.0,174.8,84.4,0.24,60,6,33,Joint Measurement,-30,0,on_time,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3032,P3032_S3,West Bengal,West Bengal_Dist_11,Railway,66.59,11.18,28.36,68.87,31.13,47.32,51.74,0.94,606,477,165,13.79,8.31,5.48,39.74,0,114.9,2,0,2,3,33,60,49,81.35,2,1,62.28,56.69,10,65.89,64.53,58.18,16,11,95.0,197.5,134.6,0.35,90,12,60,Joint Measurement,-30,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3032,P3032_S4,West Bengal,West Bengal_Dist_11,Railway,66.59,11.18,28.36,89.03,10.97,47.32,51.74,0.94,606,477,165,18.72,13.08,5.64,30.13,0,19.8,0,0,0,7,65,2,10,82.01,3,1,78.34,70.11,10,83.17,74.21,73.08,15,9,95.0,167.4,92.0,0.4,120,18,113,Award Declaration,-30,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3032,P3032_S5,West Bengal,West Bengal_Dist_11,Railway,66.59,11.18,28.36,83.71,16.29,47.32,51.74,0.94,606,477,165,16.75,11.1,5.65,33.73,0,40.4,0,0,0,3,55,22,21,100.0,1,1,66.64,64.31,19,73.88,65.76,61.79,13,3,95.0,257.6,120.9,0.21,150,7,57,Pre-Notification,-30,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3033,P3033_S1,Andhra Pradesh,Andhra Pradesh_Dist_03,Highway,1173.01,116.43,371.79,26.92,73.08,66.48,33.52,0.0,6239,6404,1365,229.56,46.57,182.99,79.71,3,86.0,2,0,2,81,27,16,28,23.82,4,1,8.17,7.57,288,12.4,10.79,9.27,15,10,89.61,250.9,116.2,0.53,30,9,80,Award Declaration,144,1,severe,Statutory Approvals,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3033,P3033_S2,Andhra Pradesh,Andhra Pradesh_Dist_03,Highway,1173.01,116.43,371.79,37.2,62.8,66.48,33.52,0.0,6239,6404,1365,236.64,73.03,163.61,69.14,1,5.6,0,0,0,93,37,14,24,26.92,2,1,28.44,28.42,281,31.59,30.2,28.25,12,2,95.0,176.9,69.3,0.23,60,5,33,Joint Measurement,59,0,moderate,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3033,P3033_S3,Andhra Pradesh,Andhra Pradesh_Dist_03,Highway,1173.01,116.43,371.79,59.46,40.54,66.48,33.52,0.0,6239,6404,1365,400.09,205.88,194.21,48.54,0,24.7,0,0,0,75,91,37,29,44.08,3,1,49.87,49.17,201,57.17,52.15,46.43,7,4,91.5,231.6,86.4,0.3,90,8,106,Pre-Notification,67,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3033,P3033_S4,Andhra Pradesh,Andhra Pradesh_Dist_03,Highway,1173.01,116.43,371.79,70.42,29.58,66.48,33.52,0.0,6239,6404,1365,263.36,162.02,101.34,38.48,0,31.9,0,0,0,81,16,4,24,92.81,5,1,63.16,53.48,147,65.92,56.92,51.73,7,4,88.96,174.9,119.9,0.48,120,25,28,Joint Measurement,-20,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3033,P3033_S5,Andhra Pradesh,Andhra Pradesh_Dist_03,Highway,1173.01,116.43,371.79,93.42,6.58,66.48,33.52,0.0,6239,6404,1365,305.05,255.11,49.94,16.37,0,12.4,1,0,1,77,51,114,26,93.63,2,1,79.63,75.39,277,88.25,86.83,82.13,9,2,92.47,187.1,118.5,0.49,150,10,52,Award Declaration,61,0,moderate,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3034,P3034_S1,Gujarat,Gujarat_Dist_04,Highway,279.21,79.97,180.94,19.92,80.08,91.94,8.06,0.0,2920,2136,769,64.04,10.06,53.98,84.29,1,22.6,2,0,2,38,22,7,172,27.86,2,1,8.96,6.38,72,17.85,10.85,6.19,11,2,83.91,190.8,49.8,0.4,30,9,96,Pre-Notification,183,1,critical,Utility Shifting,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3034,P3034_S2,Gujarat,Gujarat_Dist_04,Highway,279.21,79.97,180.94,36.22,63.78,91.94,8.06,0.0,2920,2136,769,45.17,12.99,32.18,71.24,1,7.0,2,1,1,68,91,4,5,40.78,3,1,20.29,10.99,31,22.48,17.67,12.94,10,2,91.6,206.8,69.7,0.23,60,25,106,Pre-Notification,205,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3034,P3034_S3,Gujarat,Gujarat_Dist_04,Highway,279.21,79.97,180.94,55.03,44.97,91.94,8.06,0.0,2920,2136,769,63.42,28.73,34.69,54.7,0,14.4,1,0,1,99,44,44,37,47.02,0,1,37.48,29.67,50,48.3,42.41,40.16,16,10,81.81,99.3,77.5,0.16,90,19,68,Compensation Disbursement,70,0,moderate,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3034,P3034_S4,Gujarat,Gujarat_Dist_04,Highway,279.21,79.97,180.94,68.94,31.06,91.94,8.06,0.0,2920,2136,769,52.25,29.77,22.48,43.02,0,75.2,0,0,0,36,11,92,29,88.62,2,1,58.4,53.02,32,62.93,58.86,56.75,18,4,91.45,209.5,103.2,0.2,120,7,48,Award Declaration,70,0,moderate,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3034,P3034_S5,Gujarat,Gujarat_Dist_04,Highway,279.21,79.97,180.94,85.75,14.25,91.94,8.06,0.0,2920,2136,769,56.51,36.29,20.22,35.78,0,52.1,1,0,1,52,14,43,20,75.83,5,1,77.33,74.67,53,71.03,65.18,57.99,14,7,87.32,166.5,119.8,0.5,150,28,68,Joint Measurement,45,0,moderate,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3035,P3035_S1,Haryana,Haryana_Dist_05,Highway,98.32,7.69,21.1,5.0,95.0,70.55,29.45,0.0,507,558,114,31.73,1.58,30.15,95.02,3,117.2,0,0,0,48,39,43,13,14.54,3,1,0.0,0.0,7,0.4,0.0,0.0,26,17,55.81,114.0,87.5,0.32,30,9,117,Compensation Disbursement,271,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3035,P3035_S2,Haryana,Haryana_Dist_05,Highway,98.32,7.69,21.1,12.19,87.81,70.55,29.45,0.0,507,558,114,24.84,2.5,22.34,89.94,7,20.8,1,0,1,81,111,25,71,10.0,4,1,2.77,0.0,12,9.49,1.51,0.0,24,10,63.0,157.5,116.6,0.31,60,14,88,Award Declaration,269,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3035,P3035_S3,Haryana,Haryana_Dist_05,Highway,98.32,7.69,21.1,26.25,73.75,70.55,29.45,0.0,507,558,114,21.33,5.09,16.24,76.14,6,80.5,3,0,3,69,17,22,38,17.88,5,1,13.8,10.16,18,14.45,12.96,11.89,38,9,71.22,164.5,110.5,0.44,90,17,25,Possession Handover,301,1,critical,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3035,P3035_S4,Haryana,Haryana_Dist_05,Highway,98.32,7.69,21.1,42.16,57.84,70.55,29.45,0.0,507,558,114,30.37,10.84,19.53,64.31,3,21.3,7,4,3,58,71,39,6,65.9,8,1,34.27,32.61,22,35.76,30.51,28.97,26,13,59.67,214.9,63.5,0.32,120,18,55,Joint Measurement,367,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3035,P3035_S5,Haryana,Haryana_Dist_05,Highway,98.32,7.69,21.1,63.92,36.08,70.55,29.45,0.0,507,558,114,31.84,15.0,16.84,52.89,3,43.7,4,2,2,83,20,34,28,65.7,6,1,48.54,40.43,16,60.12,55.59,48.8,34,9,66.28,320.1,92.3,0.23,150,27,119,Possession Handover,186,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3036,P3036_S1,Madhya Pradesh,Madhya Pradesh_Dist_04,Industrial Corridor,96.93,11.77,41.15,5.0,95.0,45.79,53.05,1.16,775,603,325,20.52,0.95,19.57,95.37,5,99.8,6,2,4,120,95,38,47,16.57,5,1,0.0,0.0,36,0.0,0.0,0.0,34,9,60.09,216.6,90.7,0.17,30,6,55,Compensation Disbursement,470,1,critical,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3036,P3036_S2,Madhya Pradesh,Madhya Pradesh_Dist_04,Industrial Corridor,96.93,11.77,41.15,5.0,95.0,45.79,53.05,1.16,775,603,325,17.09,0.81,16.28,95.26,2,37.1,3,1,2,71,42,121,43,10.0,3,1,0.0,0.0,13,0.0,0.0,0.0,39,7,61.97,128.6,82.7,0.25,60,20,37,Award Declaration,417,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3036,P3036_S3,Madhya Pradesh,Madhya Pradesh_Dist_04,Industrial Corridor,96.93,11.77,41.15,19.46,80.54,45.79,53.05,1.16,775,603,325,22.0,4.13,17.87,81.23,8,173.0,4,1,3,101,38,107,36,12.61,4,1,12.57,11.14,28,9.75,4.03,0.0,19,11,62.11,221.9,83.4,0.2,90,14,49,Joint Measurement,348,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3036,P3036_S4,Madhya Pradesh,Madhya Pradesh_Dist_04,Industrial Corridor,96.93,11.77,41.15,35.48,64.52,45.79,53.05,1.16,775,603,325,27.7,9.07,18.63,67.26,2,35.0,8,5,3,111,47,48,12,55.24,4,1,29.82,21.0,33,31.51,25.47,18.61,37,11,53.54,227.8,114.3,0.3,120,14,39,Pre-Notification,444,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3036,P3036_S5,Madhya Pradesh,Madhya Pradesh_Dist_04,Industrial Corridor,96.93,11.77,41.15,50.91,49.09,45.79,53.05,1.16,775,603,325,17.32,7.81,9.51,54.91,6,37.5,8,4,4,89,37,37,50,55.31,1,1,40.68,35.82,21,42.05,38.19,33.99,28,6,55.18,242.7,72.9,0.32,150,15,111,RR Execution,341,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3037,P3037_S1,Maharashtra,Maharashtra_Dist_13,Highway,399.32,54.96,170.75,5.0,95.0,90.17,9.83,0.0,4508,4190,1425,138.24,6.81,131.43,95.07,8,94.0,3,1,2,390,120,72,3,10.0,3,1,0.0,0.0,71,0.0,0.0,0.0,27,12,60.77,147.5,107.2,0.36,30,11,116,Compensation Disbursement,362,1,critical,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3037,P3037_S2,Maharashtra,Maharashtra_Dist_13,Highway,399.32,54.96,170.75,12.6,87.4,90.17,9.83,0.0,4508,4190,1425,64.79,6.49,58.3,89.98,5,25.1,4,2,2,511,21,48,1,10.0,6,1,0.0,0.0,206,7.38,0.0,0.0,29,15,62.11,165.4,57.8,0.5,60,23,118,Joint Measurement,326,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3037,P3037_S3,Maharashtra,Maharashtra_Dist_13,Highway,399.32,54.96,170.75,25.74,74.26,90.17,9.83,0.0,4508,4190,1425,73.5,15.54,57.96,78.86,5,73.0,1,0,1,663,23,49,44,33.35,5,1,6.11,0.0,47,22.65,17.03,9.25,24,4,59.59,143.8,81.5,0.32,90,25,51,Joint Measurement,279,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3037,P3037_S4,Maharashtra,Maharashtra_Dist_13,Highway,399.32,54.96,170.75,40.55,59.45,90.17,9.83,0.0,4508,4190,1425,104.01,38.61,65.4,62.88,1,28.6,3,1,2,572,28,21,71,36.28,5,1,34.4,33.1,134,29.22,23.54,20.05,38,11,62.35,228.6,40.2,0.17,120,10,71,RR Execution,325,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3037,P3037_S5,Maharashtra,Maharashtra_Dist_13,Highway,399.32,54.96,170.75,53.82,46.18,90.17,9.83,0.0,4508,4190,1425,84.8,43.66,41.14,48.51,3,30.6,4,2,2,391,76,41,4,53.06,2,1,37.07,36.68,162,50.93,43.13,38.81,17,7,58.65,208.1,83.9,0.41,150,8,115,RR Execution,297,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3038,P3038_S1,Madhya Pradesh,Madhya Pradesh_Dist_10,Railway,147.98,20.44,65.68,19.03,80.97,90.39,9.61,0.0,1790,1321,276,50.53,7.44,43.09,85.28,3,1.2,2,1,1,35,28,17,7,10.0,1,1,11.62,3.0,43,11.8,4.41,2.19,11,3,90.19,162.3,113.8,0.38,30,20,117,Joint Measurement,176,1,severe,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3038,P3038_S2,Madhya Pradesh,Madhya Pradesh_Dist_10,Railway,147.98,20.44,65.68,38.21,61.79,90.39,9.61,0.0,1790,1321,276,23.44,8.73,14.71,62.76,0,123.4,0,0,0,25,25,88,22,50.11,3,1,22.07,18.81,42,31.23,27.69,20.19,10,5,79.6,136.2,81.3,0.41,60,15,53,Compensation Disbursement,42,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3038,P3038_S3,Madhya Pradesh,Madhya Pradesh_Dist_10,Railway,147.98,20.44,65.68,45.22,54.78,90.39,9.61,0.0,1790,1321,276,41.85,15.15,26.7,63.8,2,123.0,2,1,1,28,3,37,27,57.76,0,1,32.37,26.39,50,30.29,21.96,21.92,15,4,76.38,200.2,67.2,0.28,90,6,63,Award Declaration,149,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3038,P3038_S4,Madhya Pradesh,Madhya Pradesh_Dist_10,Railway,147.98,20.44,65.68,63.03,36.97,90.39,9.61,0.0,1790,1321,276,29.64,14.29,15.35,51.79,0,16.5,0,0,0,21,0,140,2,72.8,1,1,47.7,40.09,81,59.84,52.52,50.59,15,5,88.01,79.1,39.7,0.38,120,27,45,Pre-Notification,59,0,moderate,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3038,P3038_S5,Madhya Pradesh,Madhya Pradesh_Dist_10,Railway,147.98,20.44,65.68,72.35,27.65,90.39,9.61,0.0,1790,1321,276,32.54,18.43,14.11,43.36,1,59.5,1,0,1,37,3,7,2,60.12,3,1,65.23,60.14,74,63.0,59.61,59.49,14,7,73.78,179.1,134.4,0.36,150,28,31,Pre-Notification,63,0,moderate,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3039,P3039_S1,Andhra Pradesh,Andhra Pradesh_Dist_14,Railway,156.57,5.26,13.11,40.06,59.94,93.05,6.95,0.0,152,122,59,52.27,17.16,35.11,67.17,2,11.1,1,0,1,1,0,18,27,41.65,3,1,24.39,14.73,5,33.17,23.68,20.55,16,3,95.0,188.8,53.0,0.47,30,8,31,Award Declaration,-25,0,on_time,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3039,P3039_S2,Andhra Pradesh,Andhra Pradesh_Dist_14,Railway,156.57,5.26,13.11,55.16,44.84,93.05,6.95,0.0,152,122,59,49.93,26.55,23.38,46.83,1,16.5,2,1,1,1,25,13,39,52.85,2,1,42.4,37.58,4,42.65,39.07,31.66,18,3,95.0,89.4,93.2,0.28,60,13,111,Compensation Disbursement,-26,0,on_time,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3039,P3039_S3,Andhra Pradesh,Andhra Pradesh_Dist_14,Railway,156.57,5.26,13.11,69.04,30.96,93.05,6.95,0.0,152,122,59,37.87,23.61,14.26,37.66,0,104.2,0,0,0,1,24,19,4,78.1,1,1,51.09,41.14,3,54.46,51.62,43.97,13,7,95.0,189.9,123.5,0.35,90,23,103,Pre-Notification,-5,0,on_time,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3039,P3039_S4,Andhra Pradesh,Andhra Pradesh_Dist_14,Railway,156.57,5.26,13.11,83.45,16.55,93.05,6.95,0.0,152,122,59,31.3,24.29,7.01,22.4,0,15.9,2,0,2,1,3,40,0,66.67,1,1,76.42,70.36,7,77.22,70.16,68.48,13,6,95.0,219.0,113.0,0.37,120,26,110,Compensation Disbursement,-30,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3039,P3039_S5,Andhra Pradesh,Andhra Pradesh_Dist_14,Railway,156.57,5.26,13.11,82.52,17.48,93.05,6.95,0.0,152,122,59,33.68,20.21,13.47,39.99,0,20.4,2,0,2,1,7,30,139,94.02,3,1,64.11,54.99,3,69.06,59.07,56.59,14,6,95.0,168.9,106.0,0.34,150,24,42,Award Declaration,-25,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3040,P3040_S1,Gujarat,Gujarat_Dist_13,Metro,290.96,50.42,200.48,33.45,66.55,79.14,20.86,0.0,3324,3463,1245,77.66,23.33,54.33,69.96,1,34.2,0,0,0,34,59,44,32,31.18,0,1,16.5,10.51,52,19.16,10.42,9.46,16,9,95.0,108.2,39.0,0.36,30,22,96,RR Execution,-9,0,on_time,Statutory Approvals,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P3040,P3040_S2,Gujarat,Gujarat_Dist_13,Metro,290.96,50.42,200.48,49.72,50.28,79.14,20.86,0.0,3324,3463,1245,54.31,24.6,29.71,54.7,1,64.4,0,0,0,48,11,90,37,67.06,1,1,42.68,37.27,145,35.9,31.71,24.1,12,6,95.0,183.2,128.9,0.41,60,19,44,Possession Handover,-6,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3040,P3040_S3,Gujarat,Gujarat_Dist_13,Metro,290.96,50.42,200.48,62.1,37.9,79.14,20.86,0.0,3324,3463,1245,62.67,38.26,24.41,38.95,1,153.2,1,0,1,22,42,68,16,74.53,1,1,49.51,47.38,47,48.17,42.75,37.57,12,7,95.0,171.2,92.9,0.22,90,24,47,Compensation Disbursement,-30,0,on_time,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3040,P3040_S4,Gujarat,Gujarat_Dist_13,Metro,290.96,50.42,200.48,79.36,20.64,79.14,20.86,0.0,3324,3463,1245,68.23,40.22,28.01,41.05,0,45.6,1,0,1,21,18,32,27,89.15,0,1,70.34,61.43,131,71.77,68.79,68.35,11,5,83.91,141.2,107.5,0.48,120,12,110,Compensation Disbursement,-30,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P3040,P3040_S5,Gujarat,Gujarat_Dist_13,Metro,290.96,50.42,200.48,93.52,6.48,79.14,20.86,0.0,3324,3463,1245,71.12,48.06,23.06,32.42,1,39.9,0,0,0,44,14,11,1,93.92,2,1,79.71,78.57,157,86.49,82.19,77.36,16,11,92.3,126.4,39.8,0.32,150,23,73,Pre-Notification,-30,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
